 4.00000000e-01  3.09482730e-06 
 4.50000000e-01  3.09166446e-06 
 5.00000000e-01  3.08850445e-06 
 5.50000000e-01  3.08534444e-06 
 6.00000000e-01  3.08218486e-06 
 6.50000000e-01  3.07902539e-06 
 7.00000000e-01  3.07586575e-06 
 7.50000000e-01  3.07270571e-06 
 8.00000000e-01  3.06954507e-06 
 8.50000000e-01  3.06638368e-06 
 9.00000000e-01  3.06322137e-06 
 9.50000000e-01  3.06005801e-06 
 1.00000000e+00  3.05689349e-06 
 1.05000000e+00  3.05372769e-06 
 1.10000000e+00  3.05056051e-06 
 1.15000000e+00  3.04739183e-06 
 1.20000000e+00  3.04422155e-06 
 1.25000000e+00  3.04104955e-06 
 1.30000000e+00  3.03787572e-06 
 1.35000000e+00  3.03469991e-06 
 1.40000000e+00  3.03152200e-06 
 1.45000000e+00  3.02834181e-06 
 1.50000000e+00  3.02515919e-06 
 1.55000000e+00  3.02197393e-06 
 1.60000000e+00  3.01878582e-06 
 1.65000000e+00  3.01559461e-06 
 1.70000000e+00  3.01240003e-06 
 1.75000000e+00  3.00920175e-06 
 1.80000000e+00  3.00599942e-06 
 1.85000000e+00  3.00279260e-06 
 1.90000000e+00  2.99958082e-06 
 1.95000000e+00  2.99636348e-06 
 2.00000000e+00  2.99313991e-06 
 2.05000000e+00  2.98990929e-06 
 2.10000000e+00  2.98667063e-06 
 2.15000000e+00  2.98342273e-06 
 2.20000000e+00  2.98016411e-06 
